velocity_1h,geo_jump_km,bin_spend_rate,terminal_reversal_count,amount_ngn,amount_vs_bin_avg_ratio,is_fraud
1.0,0.0,9090.133120125169,0.0,4434.79,0.35936631165509153,0
1.0,0.0,29788.454850902726,0.0,1658.72,0.11454943856582113,0
1.0,0.0,10353.232310705487,0.0,1584.21,0.2243366698972823,0
1.0,0.0,24385.056511610397,0.0,36530.05,1.4664160043946142,0
1.0,0.0,17618.221753007558,0.0,9061.51,0.9861601955232472,0
1.0,0.0,26923.43721212542,0.0,20528.69,0.6583536311098275,0
1.0,0.0,33544.89835871918,0.0,30476.22,0.3896806371118665,0
1.0,0.0,26188.023060925494,0.0,3628.68,0.13458499888015585,0
1.0,0.0,35524.921984985674,0.0,9103.11,0.3312205430206727,0
1.0,0.0,49282.84732380683,0.0,121678.8,0.6785002642269868,0
1.0,0.0,21360.971026925796,0.0,65323.35,1.8467803765741568,0
1.0,0.0,40842.67369286642,0.0,29259.14,0.3362166717006778,0
1.0,0.0,43223.97686133887,0.0,2861.8,0.018187203301425175,0
1.0,0.0,18596.65624388636,0.0,88516.75,2.7387035601360625,0
1.0,0.0,17567.08744685503,0.0,25827.58,1.1154904107785062,1
1.0,0.0,49658.38471766031,0.0,79413.77,2.6509186110879974,0
1.0,0.0,5911.29063659406,0.0,7857.55,0.3875425767436622,0
1.0,0.0,10989.511355541808,0.0,3123.98,0.30392602366336435,0
1.0,0.0,3459.6333511131334,0.0,14440.46,0.6170507947739896,0
1.0,0.0,7126.425105191325,0.0,1910.81,0.23722645166439035,0
1.0,0.0,2673.8237226201677,0.0,835.36,1.1075437956690732,0
1.0,0.0,15871.84275511208,0.0,57454.09,0.5074739537242062,0
1.0,0.0,7723.16771183408,0.0,1218.66,0.2575806443493302,0
1.0,0.0,39289.794647040086,0.0,2269.28,0.31080838653019377,0
1.0,0.0,26397.541337138424,0.0,2838.66,0.09624557867700792,0
1.0,0.0,1357.4356354330012,0.0,2159.97,1.4795903710954543,0
1.0,0.0,43349.611451412,0.0,2876.56,0.03132720286977043,0
1.0,0.0,26818.284284864112,0.0,11982.22,0.5348421073971273,0
1.0,0.0,6195.670383010533,0.0,1959.66,0.5363079362935552,0
1.0,0.0,8578.148255816133,0.0,3936.83,1.0061217801314861,0
1.0,0.0,17112.430395513555,0.0,12723.34,0.3623347726846123,0
1.0,0.0,7009.6607221036265,0.0,25476.71,2.786029893275862,0
1.0,0.0,9860.886902456525,0.0,2079.49,0.3996690366442717,0
1.0,0.0,7568.780629071434,0.0,725.12,0.3758446757191295,0
2.0,0.0,2809.948467514805,0.0,1736.39,0.64083974551898,0
1.0,0.0,26441.090279441778,0.0,9874.71,0.11011349597460818,0
1.0,0.0,10892.250149950853,0.0,10385.63,0.601599492814965,0
1.0,0.0,33949.7563081665,0.0,137302.05,0.4751327870681023,0
1.0,0.0,7769.641445546223,0.0,7376.97,1.2279811928964515,0
1.0,0.0,51526.96995443288,0.0,29426.63,0.6871792387815726,0
1.0,0.0,6336.141253115627,0.0,2049.61,1.4389548679778148,0
1.0,0.0,4275.12410449978,0.0,14012.26,2.9581936081216904,0
1.0,0.0,41773.77393348807,0.0,1617.59,0.18912609426332594,0
1.0,0.0,6873.875885500022,0.0,6034.85,1.4293324163651524,0
1.0,0.0,27004.471577241093,0.0,8045.46,0.23239129084120289,0
1.0,0.0,25913.583897472166,0.0,2598.69,0.03756471927022185,0
1.0,0.0,23069.663187310718,0.0,22366.33,0.723843858813283,0
1.0,0.0,19188.677023165117,0.0,2438.08,0.16411591563786104,0
1.0,0.0,9054.032222302172,0.0,10201.75,0.2828570654302218,0
1.0,0.0,29747.262036480835,0.0,1655.68,0.06933146573112633,0
1.0,0.0,15923.534799976609,0.0,46375.69,0.484814077368388,0
1.0,0.0,18852.77802877698,0.0,13053.34,0.7641023378437306,0
1.0,0.0,19369.989657646373,0.0,52357.34,4.114959228398143,0
1.0,0.0,41852.02476346653,0.0,7684.52,0.212669399370064,0
1.0,0.0,25251.52387026923,0.0,17652.75,0.31674057288815727,0
1.0,0.0,13083.309199548723,0.0,15765.01,0.7109789989874238,0
1.0,0.0,26540.102662170342,0.0,1897.89,0.0988450959465348,0
1.0,0.0,24904.639346706797,0.0,61068.29,1.8470818473209114,0
1.0,0.0,10512.20935240781,0.0,2591.27,0.04895726059726872,0
1.0,0.0,23670.51267786485,0.0,2636.05,0.09603396900499095,0
1.0,0.0,22534.565287419493,0.0,781.3,0.6232977583054721,0
1.0,0.0,14376.520765024616,0.0,8173.84,1.4026706088675667,0
1.0,0.0,8246.544517512115,0.0,3032.48,0.37558789488712757,0
1.0,0.0,37623.37592172697,0.0,57051.99,1.4832459953279322,0
1.0,0.0,33784.06577423065,0.0,7716.62,2.7822998901692273,0
2.0,0.0,54791.12166170592,0.0,23274.04,0.38263187605968935,0
1.0,0.0,54635.68887340119,0.0,74941.72,2.133237389181229,0
1.0,0.0,12759.789770022442,0.0,2492.71,0.13056681814684407,0
1.0,0.0,10705.630579215276,0.0,8117.58,0.4699931923468091,0
1.0,0.0,13003.340314550616,0.0,7649.52,2.1734355366648197,0
1.0,0.0,10333.395816344775,0.0,2804.97,0.1441914442849282,0
1.0,0.0,22898.839973573537,0.0,26211.79,1.6208192451891135,0
1.0,0.0,9132.36018212328,0.0,669.76,0.017272945291734038,0
1.0,0.0,38063.775100794446,0.0,25381.44,0.6157459777473607,0
1.0,0.0,3337.8411454862553,0.0,8434.9,0.9243421389904801,0
1.0,136.65949007597035,3058.8132845553314,0.0,1336.55,1.3489039468894806,0
1.0,0.0,9249.098344968745,0.0,3835.22,0.24458320140260714,0
1.0,0.0,5696.958553199218,0.0,807.07,0.9441963659216321,0
1.0,0.0,22053.64242236739,0.0,3124.91,0.05985323973033921,0
1.0,0.0,10854.81333516917,0.0,12752.64,0.6374739672264319,0
1.0,0.0,100840.83345386527,0.0,2640.33,0.1183187753426013,0
1.0,0.0,2303.252207077086,0.0,1564.27,0.6693578029296896,0
1.0,0.0,34072.27108926379,0.0,4138.02,0.08372100232242603,0
1.0,0.0,12120.222755630242,0.0,556.05,0.10865387664984519,0
1.0,0.0,29044.63027434917,0.0,14724.9,0.41393719242520144,0
1.0,0.0,12536.001473538798,0.0,12357.1,0.5463653226932238,0
1.0,0.0,9179.821038286766,0.0,1992.14,0.20519657479177342,0
1.0,0.0,17511.801832958445,0.0,41780.16,1.2628535225434105,0
1.0,0.0,16989.83342429545,0.0,26735.01,0.7797132227191759,0
1.0,0.0,29547.470803285916,0.0,7634.29,0.21241926829006275,0
1.0,0.0,25482.118639882865,0.0,2055.74,0.0957622519375746,0
1.0,0.0,8060.159611369645,0.0,9187.16,1.3511264867673016,0
1.0,0.0,34343.154744622036,0.0,80949.7,0.7419768646606457,0
1.0,0.0,26952.52518722521,0.0,1407.5,0.13650856892212315,0
1.0,0.0,28083.20922384131,0.0,8974.69,0.6493395443330675,0
1.0,0.0,27210.15929248101,0.0,9415.0,0.12396201112850795,0
1.0,0.0,6994.596362879978,0.0,1484.15,1.1039966843767801,0
1.0,0.0,26736.139253010373,0.0,2786.21,0.09885645520259989,0
1.0,0.0,10763.130693175915,0.0,6552.09,0.5127598558270636,0
1.0,0.0,20651.778182154634,0.0,10757.36,0.41311109422246817,0
1.0,0.0,23733.704882031834,0.0,8785.73,0.21659251580323566,0
1.0,0.0,34406.82273817695,0.0,36352.27,0.33603813928554854,0
1.0,0.0,6565.042331637147,0.0,1204.47,0.3451323728434107,0
1.0,0.0,1953.9299585735812,0.0,8476.98,1.3341533341160137,0
1.0,0.0,36085.59966492699,0.0,2302.77,0.10640514765603265,0
1.0,0.0,3191.659542168415,0.0,1037.18,1.075586378652135,0
1.0,0.0,7454.613183731779,0.0,42986.23,2.365221089174158,0
1.0,0.0,23994.166065871068,0.0,3560.12,0.32488395002175574,0
1.0,0.0,8023.279920879195,0.0,10543.98,1.3361355413443783,0
1.0,0.0,10510.905799227974,0.0,2931.34,1.3549666398869826,0
1.0,0.0,30161.98338756397,0.0,1225.7,0.016053380258035557,0
1.0,0.0,6169.985036335668,0.0,12025.72,1.308663451321853,0
1.0,0.0,4679.526301463315,0.0,11715.26,3.5724661050880893,0
1.0,0.0,4661.496266967096,0.0,1117.21,0.1511229745386357,0
1.0,0.0,13069.696395842917,0.0,2030.19,0.2602280237817088,0
1.0,0.0,5652.832851656298,0.0,771.95,0.8472437271211835,0
1.0,0.0,13792.388049478246,0.0,87706.65,2.7638332073201197,0
1.0,0.0,42561.56673755197,0.0,74081.74,3.0415118906201024,0
1.0,0.0,27986.499878892733,0.0,2862.83,0.06584453284829309,0
1.0,0.0,28886.871290779818,0.0,1803.19,0.05737076197330697,0
1.0,0.0,19929.975339978224,0.0,18742.88,1.1632700958099722,0
1.0,0.0,29133.101668622217,0.0,2622.11,0.04110260520084071,0
1.0,0.0,8804.563729641628,0.0,7845.79,0.6431945984697959,0
1.0,0.0,12033.59160997915,0.0,11678.4,0.3715210906257979,0
2.0,0.0,4153.721493548595,0.0,5799.54,1.0408941165978307,0
3.0,0.0,38023.46766221703,0.0,132089.02,2.5372516619163985,1
1.0,0.0,3803.7233686865484,0.0,7356.94,0.9415969493819504,0
1.0,0.0,613.8511389686782,0.0,1431.92,0.8897814181457514,0
1.0,0.0,5870.503994516754,0.0,1229.77,0.13294459008421128,0
1.0,0.0,44236.035477994614,0.0,47000.86,2.0398242700041913,0
1.0,0.0,1661.402619811638,0.0,6562.7,1.0179034413121957,0
1.0,0.0,1870.0553256205071,0.0,2062.34,0.3282133533252125,0
1.0,0.0,18572.985559274923,0.0,28936.6,0.7597273194682381,0
1.0,0.0,14751.301374244827,0.0,1877.51,0.2950050196423474,0
1.0,0.0,7515.02012014691,0.0,14389.47,0.6082615705151135,0
2.0,0.0,11815.727679990738,0.0,9335.9,2.2833922581624573,0
1.0,0.0,43930.22955939062,0.0,14247.42,0.2161621130163375,0
1.0,0.0,7213.197451963708,0.0,10262.08,1.0367827618639407,0
1.0,0.0,9020.845805148554,0.0,27477.14,2.657204522339351,0
1.0,0.0,8248.069477014313,0.0,1367.24,0.22380795135467496,0
1.0,0.0,17011.144516671608,0.0,20675.16,0.8625784522948825,0
1.0,0.0,5335.024296023668,0.0,932.1,0.4413501877396139,0
1.0,0.0,33266.41031746842,0.0,7505.01,0.17246063209913753,0
1.0,0.0,12344.170410322171,0.0,17962.98,1.029165630085216,0
1.0,0.0,19780.316042084338,0.0,66252.15,4.541156152958424,0
1.0,0.0,33681.58885537461,0.0,9205.97,0.15274014971587807,0
1.0,0.0,13903.758733750024,0.0,1216.69,0.2071491651938504,0
1.0,0.0,11144.388192026732,0.0,16631.45,0.42213224312243836,0
1.0,0.0,1913.3625740053294,0.0,909.2,1.0033002217776286,0
1.0,0.0,29163.15744673773,0.0,9755.23,0.3806799460653888,0
1.0,0.0,19867.3918188444,0.0,34607.72,0.49700126329375094,0
1.0,0.0,16044.095071478412,0.0,24649.52,2.697399438970777,0
1.0,0.0,11188.82730471094,0.0,1969.5,0.4151897048134108,0
1.0,0.0,19091.664269674573,0.0,20053.58,1.766637228569927,0
1.0,0.0,15643.881212388342,0.0,12659.8,0.1910984315117877,0
1.0,0.0,4452.138135498274,0.0,2585.95,0.5864236698036717,0
1.0,0.0,3633.2920877472548,0.0,2357.32,0.9283276774962548,0
1.0,0.0,5058.609563976377,0.0,802.1,0.27400945331004406,0
1.0,0.0,30242.875969225657,0.0,1389.68,0.056473954110419826,0
1.0,0.0,5415.785937260792,0.0,888.33,0.1874237395603039,0
1.0,0.0,24855.820019845894,0.0,2099.28,0.1603174872779607,0
1.0,0.0,35735.138137909,0.0,2599.98,0.3462169324182956,0
1.0,0.0,58275.632457218686,0.0,163158.21,4.169094230042237,0
1.0,0.0,4701.436209736216,0.0,1648.94,0.32151269909682123,0
1.0,0.0,26301.388714714834,0.0,47312.92,1.102529111051358,0
1.0,0.0,29401.9393166078,0.0,83926.96,2.198162397624721,0
1.0,0.0,31675.461352195525,0.0,5080.02,0.365112303941141,0
1.0,0.0,29068.39244488038,0.0,2019.46,0.19498113229677913,0
1.0,0.0,69494.11923424609,0.0,48768.26,1.3875726351508284,0
1.0,0.0,36080.987667175854,0.0,12696.34,0.26448854442773984,0
1.0,0.0,24818.330781121218,0.0,63182.37,1.8236833759025453,0
1.0,0.0,12082.390640406906,0.0,1407.0,0.06855308351616936,0
4.0,0.0,37496.26703668516,0.0,40701.27,0.5858874004398595,0
1.0,0.0,53778.907870126866,0.0,11352.55,1.7062586371311474,0
1.0,0.0,13717.552453909637,0.0,21747.56,1.2906232208732251,0
1.0,0.0,28892.64564649302,0.0,2350.74,0.09834871987144743,0
1.0,0.0,12297.3281232867,0.0,37321.81,1.943424321300538,0
1.0,0.0,11060.427411684559,0.0,2037.1,0.19462064773120302,0
1.0,0.0,2959.0426369656157,0.0,858.55,0.24599192965405456,0
1.0,0.0,18675.362356778365,0.0,40235.19,2.0937852073771275,0
1.0,0.0,19663.673035686017,0.0,31945.98,0.6090286237111311,0
2.0,0.0,36794.54940826401,0.0,9596.9,0.24578741575080942,0
1.0,0.0,30907.433128356693,0.0,2653.04,0.05705330919083257,0
1.0,0.0,22710.273920574986,0.0,10641.46,0.26103918761452716,0
1.0,0.0,24979.220058850136,0.0,2385.26,0.2745371599902414,0
1.0,0.0,31255.5149550801,0.0,31135.95,1.9862109108134949,0
1.0,0.0,3583.446157280703,0.0,1870.99,0.5582740321455611,0
1.0,0.0,500.0999999940395,0.0,2096.62,1.195370990384239,0
1.0,0.0,24454.445781065122,0.0,2294.02,0.1388051533114377,0
1.0,0.0,30281.807006026047,0.0,3375.25,0.04706150462635316,0
1.0,0.0,19512.16026428923,0.0,24719.7,1.1412767081906172,0
1.0,0.0,29871.52769270355,0.0,1660.9,0.030440772635904702,0
1.0,0.0,9426.92822612817,0.0,1577.06,0.267767931241499,0
1.0,0.0,31385.886805265945,0.0,3687.41,0.3550575563126211,0
1.0,0.0,7729.905172104601,0.0,2015.61,0.1579765491300737,0
1.0,0.0,11848.034019931287,0.0,6646.45,0.7170861928897915,0
1.0,0.0,33366.59331998128,0.0,2847.95,0.0300281590666271,0
1.0,0.0,2986.021985071431,0.0,5862.18,0.6161067435035871,0
1.0,0.0,13061.989138686997,0.0,9873.04,1.0414406469519195,0
1.0,0.0,10431.707008987754,0.0,14517.15,0.8139711092570654,0
1.0,0.0,23926.13164146783,0.0,26695.6,3.9108263943772945,0
1.0,0.0,23614.578764088783,0.0,2023.52,0.11437817355963484,0
1.0,0.0,24958.63218277617,0.0,11191.86,0.20066109034387497,0
2.0,0.0,96058.239270856,0.0,17032.47,0.44420133182049304,0
1.0,0.0,26748.010687297807,1.0,25584.14,0.3392977224480461,0
1.0,0.0,67374.57511529556,0.0,139472.79,4.123678964209842,0
1.0,0.0,10068.413515123166,0.0,16926.66,1.8727769134388836,0
1.0,0.0,18447.305842244677,0.0,2820.37,0.06289782054753945,0
1.0,0.0,13499.65874492878,0.0,77727.95,1.0688675236060066,0
1.0,0.0,15991.353845542713,0.0,46026.83,3.341432202992557,0
1.0,0.0,13610.741975413655,0.0,12951.87,1.020918986770012,0
1.0,0.0,39281.18835996468,0.0,82661.66,0.7070305269148245,0
1.0,0.0,88069.5033514938,0.0,12059.3,0.055216036577913845,0
1.0,0.0,5371.591349568361,0.0,9652.67,1.092937704442396,0
1.0,0.0,5998.008593322536,0.0,6498.09,0.33428639785049197,0
1.0,0.0,14275.647409715993,0.0,38767.33,1.031830549898411,0
1.0,0.0,17813.875148374504,0.0,12375.94,0.4241625541142241,0
1.0,0.0,13016.904164641357,0.0,49807.51,1.6680687320649952,0
1.0,0.0,23836.81739510101,0.0,18833.05,1.168114036820447,0
1.0,0.0,20132.94610681411,0.0,47064.18,2.6447176728975457,0
2.0,0.0,20146.447205711742,0.0,9700.26,0.5182891168730824,0
5.0,0.0,107369.54972580136,0.0,2867.06,0.004619636952410791,1
1.0,0.0,21619.60342437169,0.0,31843.22,0.35340741959477423,0
1.0,0.0,39121.55028566771,0.0,7829.2,4.341008061917675,0
1.0,0.0,11180.769866028582,0.0,8733.06,0.27735702273137125,0
1.0,0.0,26062.67878850023,0.0,2120.44,0.2279144846050452,0
1.0,0.0,10523.196964112822,0.0,18471.25,0.25565098677075754,0
1.0,0.0,9260.806744262689,0.0,3245.1,0.1754203116668388,0
1.0,0.0,18072.195820054105,0.0,21325.25,1.0353248404862472,0
1.0,0.0,123638.36491005395,0.0,3896.04,0.10494063665576044,0
1.0,0.0,25139.193064548526,0.0,3357.67,0.027882172253265024,0
1.0,0.0,2244.238916603662,0.0,650.97,0.2829289648748732,0
1.0,0.0,23353.43616269976,0.0,2406.98,0.13450005962266068,0
2.0,0.0,18046.617932159144,0.0,47861.12,2.096429307561581,0
1.0,0.0,9814.539686642873,0.0,6802.64,1.003805128906141,0
1.0,0.0,8233.231092358888,0.0,2727.97,0.07764673235677505,0
2.0,0.0,11350.103847293381,0.0,2120.82,0.11125761981798644,0
1.0,0.0,13970.190621005204,0.0,62201.79,1.0358166210723825,0
1.0,0.0,13539.086937255039,0.0,9938.07,1.2431542236675113,0
1.0,0.0,11813.271840301615,0.0,1256.83,0.3172028616010142,0
1.0,0.0,16820.215857111107,0.0,2008.94,0.25336459701782366,0
1.0,0.0,6791.38313078088,0.0,1468.08,0.30618052176898497,0
1.0,0.0,32029.79890930903,0.0,86763.16,1.1419692791189224,0
1.0,0.0,8406.968777656268,0.0,2791.31,0.5302989256222688,0
1.0,0.0,4596.644988942525,0.0,1141.02,0.3364503122023405,0
1.0,0.0,63066.62278459442,0.0,101394.72,1.101488609779508,0
1.0,0.0,3872.872142585115,0.0,4979.18,1.21997985949704,0
1.0,0.0,5480.92938085822,0.0,2234.84,0.13701015189767854,0
1.0,0.0,9988.846811269277,0.0,19980.51,2.970007472429331,0
1.0,0.0,76535.96941678476,0.0,2991.17,0.1550763128009433,0
2.0,0.0,13620.889080744444,0.0,1781.07,0.12014809587589095,0
1.0,0.0,25276.45029971276,0.0,3117.16,0.07514417777506963,0
1.0,0.0,10480.223060323979,0.0,2655.67,0.11670071475793233,0
1.0,0.0,29586.314528162606,0.0,44525.85,2.0671280446190883,0
1.0,0.0,26862.756430965874,0.0,2524.27,0.3379568985011372,0
1.0,0.0,9326.453542065594,0.0,2697.24,0.07550630434426353,0
1.0,0.0,45668.1477631686,0.0,52521.22,4.063885831125304,0
1.0,0.0,7081.738315897154,0.0,9569.29,0.6926197410613848,0
1.0,0.0,4032.203826171679,0.0,2091.51,0.2182925786951127,0
1.0,0.0,14739.234211991637,0.0,32201.9,0.7109963547183753,0
1.0,0.0,9839.184677039853,0.0,2529.8,0.125216941753037,0
1.0,0.0,18573.831335907533,0.0,6028.79,1.3251614630927677,0
1.0,0.0,26463.328107215963,0.0,2391.49,0.0857445693427281,0
1.0,0.0,22590.76615031328,0.0,5484.51,0.33635246723237294,0
2.0,0.0,3998.4787320798496,0.0,1530.79,0.30138351911095973,0
2.0,0.0,34176.036503859315,0.0,62663.74,1.753317041550491,0
1.0,0.0,11298.61274878736,0.0,5488.83,1.214998092621627,0
1.0,0.0,28076.618994905137,0.0,94029.71,0.508399931743764,0
1.0,0.0,17087.82757335407,0.0,13458.29,2.111761711865411,0
1.0,0.0,5848.190514632675,0.0,36530.29,2.7123406501794722,0
1.0,0.0,37381.71320459567,0.0,69936.56,1.9750800638560144,0
1.0,0.0,12426.691314671758,0.0,14874.73,0.7963384873111077,0
1.0,0.0,25152.74859452714,0.0,966.34,0.0839193996405937,0
1.0,0.0,3600.3720396600124,0.0,4273.78,0.9068959430465252,0
2.0,0.0,13695.247446312791,0.0,15748.8,0.42671375512546705,0
1.0,0.0,1068.7178760383827,0.0,1122.46,0.17391492194846878,0
1.0,0.0,1180.375507199678,0.0,500.1,1.0150354513369482,0
1.0,0.0,21716.596695896777,0.0,7343.7,0.23348935608205063,0
1.0,0.0,52732.04747644763,0.0,48984.43,3.931742807782106,0
1.0,0.0,12977.014148226475,0.0,97573.14,2.373996312774451,0
1.0,0.0,31418.395101652917,0.0,13119.97,0.6882031457556048,0
1.0,0.0,10026.701825905884,0.0,1768.41,0.2291641003532054,0
1.0,0.0,31423.320317513844,0.0,83994.71,0.9747667882012582,0
1.0,0.0,46376.89365798179,0.0,134978.03,3.3203539561891184,0
1.0,0.0,2548.108382606648,0.0,3347.74,0.9592918971125269,0
1.0,0.0,10575.812493161333,0.0,5035.58,2.3493635044607157,0
1.0,0.0,27551.20971977004,0.0,2971.12,0.05982862550726688,0
1.0,0.0,1820.2500551926119,0.0,3695.44,0.9534253495335997,0
1.0,0.0,22266.724067543244,0.0,24603.32,0.39960498043971293,0
1.0,0.0,39033.3555575713,0.0,89245.34,1.6541497514980614,0
1.0,0.0,8156.875419295865,0.0,6264.99,1.0413646628989635,0
1.0,0.0,2046.0353501938189,0.0,1657.84,0.9566544352795474,0
1.0,0.0,7831.673508412688,0.0,11180.51,0.6188512347783212,0
1.0,0.0,3159.547169575915,0.0,9036.29,1.4582173569882328,0
1.0,0.0,37806.068306603134,0.0,87824.97,0.5837221756211249,0
1.0,0.0,17970.036376264477,0.0,8500.86,0.42000511061684986,0
1.0,0.0,4675.848770882333,0.0,1928.53,0.2654454699831223,0
1.0,0.0,2982.748821695872,0.0,1108.93,0.19392584644085603,0
1.0,0.0,45862.492801731765,0.0,52981.65,1.903587752661163,0
1.0,0.0,8205.689925379946,0.0,5368.39,1.0159881603672525,0
1.0,0.0,500.0999999940395,0.0,1345.32,1.10314587429337,0
1.0,0.0,8301.304901610933,0.0,4430.76,0.6493316374126231,0
1.0,0.0,44509.195508748715,0.0,2411.38,0.004619636952410791,0
1.0,0.0,134321.0347126358,0.0,8073.96,0.10782033741691793,0
1.0,0.0,29118.170350315544,0.0,15952.92,0.31177855328900195,0
1.0,0.0,3717.978356661726,0.0,5481.57,1.2093210971940909,0
1.0,0.0,15381.560936006914,0.0,43485.78,2.691370914197586,0
1.0,0.0,80142.57764452173,0.0,2006.79,0.29162991742849875,0
1.0,0.0,3803.023794453763,0.0,7350.4,2.864023040528035,0
1.0,0.0,31234.550401443747,0.0,51217.35,0.26960454079718327,0
2.0,142.3148585598257,3605.345866372331,0.0,1610.6,0.2982083112152666,0
1.0,0.0,35586.06491965369,0.0,32499.04,2.729052820987984,0
1.0,0.0,20698.29706676377,0.0,1559.97,0.32817267612939804,0
1.0,0.0,29206.57485790674,0.0,38194.92,1.8595340489434684,0
1.0,0.0,13418.780055871295,0.0,10733.24,0.2508112096318258,0
1.0,0.0,11408.756098182816,0.0,1711.94,0.15270759022825858,0
1.0,0.0,3971.5150310636027,0.0,10827.2,1.0660243027019163,0
1.0,0.0,26818.546396657675,0.0,2401.33,0.03934096890288393,0
1.0,0.0,12624.034919403046,0.0,12997.72,0.6512519992691175,0
1.0,0.0,13195.224125880495,0.0,1726.88,0.09538038175655719,0
1.0,0.0,25542.154889238747,0.0,1887.12,0.1577594515162764,0
1.0,0.0,17502.029608994446,0.0,5880.56,0.5300529157102275,0
1.0,0.0,15762.372129511614,0.0,30911.62,4.351492158552911,0
1.0,0.0,4007.787322008124,0.0,2337.05,1.2453600018934936,0
1.0,0.0,14667.554140450151,0.0,1551.1,0.2652772558264977,0
1.0,0.0,25390.961056685013,0.0,2651.43,0.10262654846260638,0
1.0,0.0,5563.592037514602,0.0,16804.38,1.0398792601036537,0
1.0,0.0,35728.44882187803,0.0,133119.5,6.404245017424649,0
